品番,品名,写真,図面,取説,施工,分解図本体,分解図_シャワー,購入,価格,価格（税込み）,備考,商品イメージ,バリエーション親品番,バリエーション順序,カタログ年度,カタログページ,検索ワード,分岐金具,分岐金具,分岐金具,発売時期,代替品,本体取付穴,ピッチ,シャワーS取付穴,削除,カテゴリID
GDJSK-CKN,自立止水栓(水)(ｷｯﾁﾝ･洗面用)(吸気機能付)(寒),,GDJSK-CK_Z.pdf,,,,,,13,14,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
N57AL-EX,遮光ﾃｰﾌﾟ,,,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY26,蛇口清掃ｸﾛｽ,,,,,,,,580,626,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZKM123,取出しｿｹｯﾄ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KF180U,取替用ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,,,,KF180U_B.pdf,,,36,39,,商品イメージ,,0,2014,1,,,,,99～03,KF800U,,,,0,1100
KF770U,取替用ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF770U_Z.pdf,KF770U_T.pdf,KF770U_S.pdf,KF770U_B.pdf,,,34,37,,商品イメージ,,0,2014,1,,,,,03～09,KF800U,,,,0,1100
KF800U,取替用ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF800U_Z.pdf,KF800U_T.pdf,KF800U_S.pdf,KF800U_B.pdf,,,36,39,,商品イメージ,,0,2014,1,,,,,09～,,,,,0,1100
KF800UT,取替用ｻｰﾓｽﾀｯﾄ式ｼｬﾜｰ,,KF800UT_Z.pdf,KF800U_T.pdf,KF800U_S.pdf,,,,39,42,,商品イメージ,,0,2014,1,,,,,14～,,,,,0,1100
KM300ASU,取替用ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,KM300ASU_B.pdf,,,21,23,,商品イメージ,,0,2014,1,,,,,99～03,KM5000U,,,,0,1100
KF5000U,取替用ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ,,KF5000U_Z.pdf,KM5000U_T.pdf,KM5000U_S.pdf,KF5000U_B.pdf,,,35,38,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KF550U,取替用ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ,,KF550U_Z.pdf,KM550U_T.pdf,KM550U_S.pdf,KF550U_B.pdf,,,33,36,,商品イメージ,,0,2014,1,,,,,04～12,KF5000U,,,,0,1100
KM5000U,取替用ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000U_Z.pdf,KM5000U_T.pdf,KM5000U_S.pdf,KM5000U_B.pdf,,,23,25,,商品イメージ,,0,2014,1,,,,,12～,,,,,0,1100
KM5000UT,取替用ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM5000U_Z.pdf,KM5000U_T.pdf,KM5000U_S.pdf,,,,24,26,,商品イメージ,,0,2014,1,,,,,14～,,,,,0,1100
KM550U,取替用ｼﾝｸﾞﾙﾚﾊﾞｰ式混合栓,,KM550U_Z.pdf,KM550U_T.pdf,KM550U_S.pdf,KM550U_B.pdf,,,22,24,,商品イメージ,,0,2014,1,,,,,03～11,KM5000U,,,,0,1100
Z532BR,手すりｽﾗｲﾄﾞｼｬﾜｰﾊﾝｶﾞｰ,,,,,,,,8,9,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
YV20KKG-51,手洗付金具ｾｯﾄ,,,,,,,,17,18,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK24SFR,首振りｼｬﾜｰ(ｼｬﾜｰ吐水専用）,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK24FR,首振り泡沫器,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ511-15,樹脂ｷｬｯﾌﾟ付自在ﾊﾟｲﾌﾟ 150mm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ525-15,樹脂ｷｬｯﾌﾟ付自在ﾊﾟｲﾌﾟ 150mm,,,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK170,樹脂ﾊﾟｲﾌﾟ先端部一式,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK66B2,樹脂ﾊﾟｲﾌﾟ先端部一式,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK66C,樹脂ﾊﾟｲﾌﾟ先端部一式,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK66D2,樹脂ﾊﾟｲﾌﾟ先端部一式,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK66E,樹脂ﾊﾟｲﾌﾟ先端部一式,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK66N,樹脂ﾊﾟｲﾌﾟ先端部一式,,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK1L-2,樹脂ﾊﾝﾄﾞﾙ黒 ﾋﾞｽ･ｷｬｯﾌﾟ付,,,,,,,,770,832,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZVR32N,縦引排水ﾄﾗｯﾌﾟ,,,,,ZVR31N_B.pdf,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1031,小型流しｺﾞﾐ収納器,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1031-1,小型流しｺﾞﾐ収納器 BLﾀｲﾌﾟ,,,,,,,,2,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
V11-75,床ﾄﾗｯﾌﾟ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZV26-100,床ﾄﾗｯﾌﾟ用ﾜﾝ付目皿 100mm,,,,,,,,850,918,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZV27-100,床ﾄﾗｯﾌﾟ用防臭ﾜﾝ 100mm,,,,,,,,430,464,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ871,浄水ｶｰﾄﾘｯｼﾞ 1個入,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ871-3,浄水ｶｰﾄﾘｯｼﾞ 3個入,,,,,,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K1600,浄水器一体型専用水栓,,K1600_Z.pdf,K1600_T.pdf,K1600_S.pdf,,,,39,42,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM6001EC,浄水器一体型専用水栓,,KM6001EC_Z.pdf,KM6001EC_T.pdf,KM6001EC_S.pdf,KM6001(Z)EC_B.pdf,,,58,62,,商品イメージ,,0,2014,1,,ZK5021PN,,,,,,,,0,1100
FB277GK5G,浄水器兼用ﾜﾝﾚﾊﾞ-混合栓(日水協品),,,,,FB277GK5G_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM5061NEC,浄水器専用ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓(eﾚﾊﾞｰ),,KM5061NEC_Z.pdf,KM5061NEC_T.pdf,KM5061NEC_S.pdf,,,,99,107,,商品イメージ,,0,2014,1,,ZK5021PN,,,,,,,,0,1100
KM550PCS,浄水器内蔵ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓 ｵｰﾌﾟﾝﾎｰｽ式,,KM550PCS_Z.pdf,KM550PCS_T.pdf,KM550PCS_S.pdf,KM550PCS_B.pdf,,,44,47,,商品イメージ,,0,2014,1,,,,,03～12,代替品なし,,,,0,1100
KM371,浄水器内蔵ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓 ｼｬﾜｰ引出式,,KM371_Z.pdf,KM371_T.pdf,KM371_S.pdf,KM371_B.pdf,,,56,60,,商品イメージ,,0,2014,1,,ZK346TU,,,,,,,,0,1100
KM871,浄水器内蔵ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓 ｼｬﾜｰ引出式,,KM871_Z.pdf,KM871_T.pdf,KM871_S.pdf,KM871_B.pdf,,,58,62,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FA706H,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FB761,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FB762,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FB763,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,FB763_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FB764GK5E,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,FB764GK5E_Z.pdf,,,FB764GK5E_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FB764GK8,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,FB764GK8_Z.pdf,,,FB764GK8_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FM760,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM311A,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,KM311A_Z.pdf,,,KM311_B.pdf,,,38,41,,商品イメージ,,0,2014,1,,,,,96～03,代替品なし,,,,0,1100
KM321A,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,KM321A_Z.pdf,,,KM321_B.pdf,,,54,58,,商品イメージ,,0,2014,1,,,,,96～03,KM6001EC,36～38,,,0,1100
KM322S,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,KM322S_B.pdf,,,81,88,,商品イメージ,,0,2014,1,,,,,97～01,KM323SC,36～38,,,0,1100
KM323SAHC,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓,,KM323SAHC_Z.pdf,KM323_T.pdf,KM323_S.pdf,KM323S_B.pdf,,,91,99,,商品イメージ,,0,2014,1,,ZK346TU,,,,,,,,0,1100
KM323SC,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓,,KM323SC_Z.pdf,KM323_T.pdf,KM323_S.pdf,KM323SC_B.pdf,,,90,97,,商品イメージ,,0,2014,1,,ZK346TU,,,,,,,,0,1100
KM323SFC,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓,,KM323SFC_Z.pdf,KM323_T.pdf,KM323_S.pdf,KM323S_B.pdf,,,89,96,,商品イメージ,,0,2014,1,,ZK346TU,,,,,,,,0,1100
KM5061NSCEC,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓(eﾚﾊﾞｰ),,KM5061NEC_Z.pdf,KM5061NEC_T.pdf,KM5061NEC_S.pdf,,,,133,144,,商品イメージ,,0,2014,1,,ZK5021PN,,,,,,,,0,1100
KM361SC,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓(ｼｬﾜｰ引出式),,KM361SC_Z.pdf,KM361_T.pdf,KM361_S.pdf,KM361SC_B.pdf,,,137,148,,商品イメージ,,0,2014,1,,ZK346TU,,,,,,,,0,1100
KM5061N,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓(ｼｬﾜｰ引出式),,KM5061N_Z.pdf,KM5061NSC_T.pdf,KM5061NSC_S.pdf,KM5061NSC_B.pdf,,,97,105,,商品イメージ,,0,2014,1,,ZK5021PN,,,,,,,,0,1100
KM5061NSC,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓(ｼｬﾜｰ引出式),,KM5061N_Z.pdf,KM5061NSC_T.pdf,KM5061NSC_S.pdf,KM5061NSC_B.pdf,,,131,141,,商品イメージ,,0,2014,1,,ZK5021PN,,,,,,,,0,1100
KM5061NSCCK,浄水器付ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓（ｼｬﾜｰ引出式)長住協仕様,,KM5061NCK_Z.pdf,KM5061NCK_T.pdf,KM5061NCK_S.pdf,KM5061NSC_B.pdf,,,136,147,,商品イメージ,,0,2014,1,,ZK5021PN,,,,,,,,0,1100
PZ924FAH4,浄水器付吐水口ｾｯﾄ,,,,,,,,21,23,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ585,浄水器用ｶｰﾄﾘｯｼﾞ,,,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z640,浄水器用ｶｰﾄﾘｯｼﾞ,,,,,,,,19,21,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z38449,浄水器用ｶｰﾄﾘｯｼﾞ(取替用),,,Z38449_T.pdf,,,,,18,20,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z509,浄水器用ｶｰﾄﾘｯｼﾞ取替え用,,,,,,,,18,19,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM521B,浄水器用ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,KM521B_B.pdf,,,123,132,,商品イメージ,,0,2014,1,,,,,94～99,KM323SC,,,,0,1100
KM5061NCK,浄水器用ｼﾝｸﾞﾙﾚﾊﾞｰ式ｼｬﾜｰ付混合栓(ｼｬﾜｰ引出式)長住協仕様,,KM5061NCK_Z.pdf,KM5061NSC_T.pdf,KM5061NCK_S.pdf,KM5061NSC_B.pdf,,,102,111,,商品イメージ,,0,2014,1,,ZK5021PN,,,,,,,,0,1100
K333,浄水器用水栓,,K333_Z.pdf,,,K333_B.pdf,,,25,27,,商品イメージ,,0,2014,1,,,,,96～03,K1600,22～24,,,0,1100
K335,浄水器用接続専用水栓,,K335_Z.pdf,K335_T.pdf,,K335_B.pdf,,,36,39,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K335G,浄水器用接続専用水栓,,K335_Z.pdf,K335_T.pdf,,K335_B.pdf,,,38,41,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K335GN,浄水器用接続専用水栓,,K335_Z.pdf,K335_T.pdf,,K335_B.pdf,,,38,41,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
LK152CPG,食洗機分岐用止水栓,,LK152CPG_Z.pdf,LK152CPG_T.pdf,,LK152CPG_B.pdf,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZS200,伸縮自在ﾊﾟｲﾌﾟ,,,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1024,伸縮自在ﾊﾟｲﾌﾟ13用 240m,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K14,水飲水栓,,K14_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z611,水受けﾀﾝｸ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z611S,水受けﾀﾝｸ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z591S2,水受けﾄﾚｲ,,,,,,,,910,983,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z591S4,水受けﾄﾚｲ,,,,,,,,640,691,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK6E-15,水栓こまﾊﾟｯｷﾝ,,,,,,,,160,173,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK4E-15,水栓こまﾊﾟｯｸ13用,,,,,,,,270,292,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK111,水栓ｼﾘｺﾝｸﾞﾘｽ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ56,水栓ﾄｲﾚ洗浄機,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1022,水栓ﾌﾞﾂｼﾝｸﾞｾﾂﾄ20X13,,,,,,,,680,734,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PG3,水栓ﾚﾝﾁ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PG1B,水栓修理Bｾｯﾄ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PG1,水栓修理ｾｯﾄ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PG15,水栓修理ｾｯﾄ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK127,水栓上部ﾊﾟｯｷﾝｾｯﾄ 13用,,,,,,,,190,205,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ49,水栓補修ｾｯﾄ,,,,,,,,400,432,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY12-3,水道用ｼﾘｺﾝｺﾞﾑﾃｰﾌﾟ 3m,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZKF190,水抜きｽﾋﾟﾝﾄﾞﾙ,,,,,,,,800,864,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZKF191,水抜きｽﾋﾟﾝﾄﾞﾙ,,,,,,,,470,508,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK49,水抜弁ﾅｯﾄ,,,,,,,,810,875,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK3A-2,青･赤ﾋﾞｽｾｯﾄ TOTOﾀｲﾌﾟ,,,,,,,,330,356,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK1ACF,切換ﾚﾊﾞｰﾊﾝﾄﾞﾙ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z568,切替ﾎﾞﾝﾈｯﾄ,,,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z250,切替ﾎﾞﾝﾈﾂﾄ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZKF58GU2,切替ﾎﾞﾝﾈﾂﾄﾕﾆｯﾄ,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KP700900,切替弁ﾕﾆｯﾄ,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK4JE2-15,節水こま13,,,,,,,,520,562,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ689B,節水ｼｬﾜｰﾍｯﾄﾞ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZKF2SSIL-2,節水ｼｬﾜｰﾎｰｽ白 1.6m AM付,,,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ109,節水ﾀﾞｲﾔﾙ13(1/2)用,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ751,節水ﾁｯﾌﾟ,,,,,,,,380,410,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK4KJE4-15,節水ﾊﾟｯｷﾝｾｯﾄﾋﾞｽ止用,,,,,,,,350,378,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK81S-17,節水式横自在水栓ﾊﾟｲﾌﾟ 170mm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK80S-17,節水式自在水栓ﾊﾟｲﾌﾟ 170mm,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY59,浅型流し排水栓ｶｺﾞ(ｽﾃﾝﾚｽ),,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY60,浅型流し排水栓ｶｺﾞ(ｽﾃﾝﾚｽ製),,,,,,,,1,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZY61,浅型流し排水栓ｶｺﾞ(樹脂製),,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR64,洗浄管ｽﾘｯﾌﾟﾊﾟｯｷﾝｾｯﾄ 32用,,,,,,,,330,356,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR69,洗浄管差込ｴﾙﾎﾞ32,,,,,,,,3,3,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR67,洗浄管差込ｿｹｯﾄ32,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR21-PTN,洗濯器防水ﾊﾟﾝ800*640,,VR21PTN_Z.pdf,,,,,,12,13,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ805,洗濯機ﾆｯﾌﾟﾙ,,,,,,,,600,648,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ806,洗濯機ﾆｯﾌﾟﾙ,,,,,,,,770,832,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
ZVR40N,洗濯機ﾊﾟﾝ排水ﾎｰｽ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZVR81-1S,洗濯機ﾊﾟﾝ用ｴﾙﾎﾞｾｯﾄ,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1125,洗濯機ﾎｰｽ 20m,,,,,,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1124,洗濯機ﾎｰｽｷｬｯﾌﾟ,,,,,,,,200,216,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1123,洗濯機ﾎｰｽ差し込み口,,,,,,,,290,313,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1073-1,洗濯機排水ﾎｰｽ 1m,,,,,,,,720,778,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
Z150-50,洗濯機排水口呼び50,,,,,,,,2,2,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR30-PTN,洗濯機防水ﾊﾟﾝ(ﾄﾞﾗﾑ式対応)740*640,,VR30-PTN_Z.pdf,,,,,,14,15,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
VR26-PTN,洗濯機防水ﾊﾟﾝ640*640,,VR26-PTN_Z.pdf,,,,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK97,洗濯機用ﾉｽﾞﾙ,,,,,,,,550,594,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZK94,洗濯機用一ﾂ山吐水口,,,,,,,,1,1,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K115CP,洗濯機用水栓,,K115CP_Z.pdf,,,,,,4,4,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K115CP2,洗濯機用水栓,,K115CP2_Z.pdf,,,,,,4,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K115CPG2,洗濯機用水栓,,K115CP2_Z.pdf,,,,,,5,5,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K115EYU,洗濯機用水栓,,K115EYU_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K115YU,洗濯機用水栓,,K115YU_Z.pdf,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K117GYBN,洗濯機用水栓,,K117YBN_Z.pdf,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K117GYU,洗濯機用水栓,,K117YU_Z.pdf,,,,,,7,8,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K117YBN,洗濯機用水栓,,K117YBN_Z.pdf,,,,,,6,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K117YU,洗濯機用水栓,,K117YU_Z.pdf,,,,,,7,7,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K131Y,洗濯機用水栓,,K131Y_Z.pdf,,,,,,5,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
K132Y,洗濯機用水栓,,K132Y_Z.pdf,,,,,,6,6,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1135,洗面ｺﾞﾑ栓(吸盤付),,,,,,,,890,961,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1081,洗面ｺﾞﾑ栓ﾎﾞｰﾙﾁｪｰﾝ,,,,,,,,560,605,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1136,洗面ｺﾞﾑ栓台(吸盤付),,,,,,,,860,929,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1052,洗面器ｱﾐｺﾞﾐ受け,,,,,,,,460,497,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM34C,洗面用2ﾊﾝﾄﾞﾙ混合栓,,KM34C_Z.pdf,KM8G_T.pdf,KM8G_S.pdf,KM34C_B.pdf,,,35,38,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM34GT,洗面用2ﾊﾝﾄﾞﾙ混合栓,,KM34GT_Z.pdf,,,KM34GT_B.pdf,,,38,41,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM6G3,洗面用2ﾊﾝﾄﾞﾙ混合栓,,KM6G3_Z.pdf,KM8G_T.pdf,KM8G_S.pdf,KM6G3_B.pdf,,,15,17,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM5G,洗面用2ﾊﾝﾄﾞﾙ混合栓 ｺﾞﾑ栓付,,KM5G_Z.pdf,,,,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM160,洗面用2ﾊﾝﾄﾞﾙ混合栓ｺﾞﾑ栓付,,,,,KM160_B.pdf,,,12,13,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM5,洗面用2ﾊﾝﾄﾞﾙ混合栓ｺﾞﾑ栓付,,,,,KM5_B.pdf,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM66,洗面用2ﾊﾝﾄﾞﾙ混合栓ｺﾞﾑ栓付,,KM66_Z.pdf,KM66_T.pdf,KM66_S.pdf,KM66_B.pdf,,,10,11,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM66G,洗面用2ﾊﾝﾄﾞﾙ混合栓ｺﾞﾑ栓付,,KM66_Z.pdf,KM66_T.pdf,KM66_S.pdf,KM66_B.pdf,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM66GB,洗面用2ﾊﾝﾄﾞﾙ混合栓ｺﾞﾑ栓付,,KM66GB_Z.pdf,KM66_T.pdf,KM66_S.pdf,KM66_B.pdf,,,12,13,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM6G,洗面用2ﾊﾝﾄﾞﾙ混合栓ｺﾞﾑ栓付,,,,,KM6G_B.pdf,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
KM5ED,洗面用2ﾊﾝﾄﾞﾙ混合栓ｺﾞﾑ栓付EDﾊﾝﾄﾞﾙ付,,KM5ED_Z.pdf,KM8G_T.pdf,KM8G_S.pdf,KM5ED_B.pdf,,,11,12,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
PZ1004,洗面用ｺﾞﾑ栓,,,,,,,,630,680,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
FM727,洗面用ｼﾝｸﾞﾙﾚﾊﾞｰ混合栓,,,,,FM727_B.pdf,,,0,0,,商品イメージ,,0,2014,1,,,,,,,,,,0,1100
